UNIQ_ID,FCODE_TYPE,SETL_CODE,SETL_NAME,NAME,LATIN_NAME,USG_GROUP,USG_CODE,E_ORD,N_ORD,DATA_YEAR,PRDCT_VER,X,Y,FID
53947803,222,1199,עדי,גן ילדים,Kindergarten,13,5305,216465.943427,743135.893094,0,,216465.943427,743135.893094,1
53947805,222,295,כפר רופין,גן ילדים,Kindergarten,13,5305,252668.958627,707167.604394,0,,252668.958627,707167.604394,2
53947185,222,6700,טבריה,גן ילדים - גן בית יעקב,,13,5305,250329.852827,744582.667194,0,,250329.852827,744582.667194,3
53947196,222,9600,קריית ים,גן ילדים - גן שקמה,Gan Shikma Kindergarten,13,5305,206074.247527,749230.022994,0,,206074.247527,749230.022994,4
53950218,222,4000,חיפה,בית ספר - להנדסאים,,13,5370,203057.181627,742380.381294,0,,203057.181627,742380.381294,5
54010874,222,8300,ראשון לציון,גן ילדים - אורנה,,13,5305,180372.409127,652662.203294,0,,180372.409127,652662.203294,6
53950768,222,7800,פרדס חנה-כרכור,גן ילדים - ארז,Erez Kindergarten,13,5305,197385.192227,708617.512194,0,,197385.192227,708617.512194,7
53950771,222,7400,נתניה,בית ספר - אולפנית ביאליק,,13,5312,186557.379627,693229.469594,0,,186557.379627,693229.469594,8
53950776,222,6900,כפר סבא,גן ילדים - גן ורד,Gan Vered Kindergarten,13,5305,191865.676127,676590.013794,0,,191865.676127,676590.013794,9
53950790,222,195,קדימה-צורן,גן ילדים - תורני,,13,5305,191979.860227,686463.609694,0,,191979.860227,686463.609694,10
53950794,222,166,גן יבנה,גן ילדים - אתרוג,Etrog Kindergarten,13,5305,173239.136627,632959.061294,0,,173239.136627,632959.061294,11
53948366,222,343,חמדיה,גן ילדים - כלנית,Kallanit Kindergarten,13,5305,249016.380627,714041.746494,0,,249016.380627,714041.746494,12
53948373,222,6500,חדרה,"גן ילדים - של ש""ס",,13,5305,195339.454727,702656.395494,0,,195339.454727,702656.395494,13
53949859,222,7700,עפולה,גן ילדים - ניר,,13,5305,230425.051127,726899.949094,0,,230425.051127,726899.949094,14
53950688,222,2400,אור יהודה,גן ילדים - גן רבקה,,13,5305,187565.214327,659662.845594,0,,187565.214327,659662.845594,15
53950689,222,1284,נופית,גן ילדים,Kindergarten,13,5305,214189.195327,740651.246494,0,,214189.195327,740651.246494,16
53950692,222,874,מגדל העמק,גן ילדים - אלה,,13,5305,223881.321327,731383.697194,0,,223881.321327,731383.697194,17
53950697,222,9200,בית שאן,גן ילדים - ניצן,,13,5305,247136.213427,711064.868594,0,,247136.213427,711064.868594,18
53950701,222,7400,נתניה,גן ילדים - הארגמן גני פיס,,13,5305,185821.899127,689779.870994,0,,185821.899127,689779.870994,19
54010859,222,9700,הוד השרון,גן ילדים - גן אילנה,,13,5305,189791.104627,673799.581394,0,,189791.104627,673799.581394,20
53951798,222,7700,עפולה,בית ספר - טכנולוגי עמל,,13,5330,230699.053827,725305.920494,0,,230699.053827,725305.920494,21
53951810,222,240,יקנעם עילית,בית ספר לשחיה וספורט דולפין,,13,5300,208616.974127,727819.770394,2014,2015-07,208616.974127,727819.770394,22
53951813,222,6500,חדרה,גן ילדים - אשר,Asher Kindergarten,13,5305,195987.712727,702524.258794,0,,195987.712727,702524.258794,23
54011114,222,7400,נתניה,גן ילדים - מלכה,,13,5305,187500.847027,693446.780894,0,,187500.847027,693446.780894,24
53952324,222,7900,פתח תקווה,"גן ילדים - גן קל""ו מ",,13,5305,187967.359927,667954.608994,0,,187967.359927,667954.608994,25
54010074,222,7600,עכו,גן ילדים - פחר אל דין,,13,5305,206950.687727,758587.820594,2014,2015-07,206950.687727,758587.820594,26
53947268,222,6500,חדרה,המכללה - המשותפת גמנסיה חדרה,,13,5370,192759.788127,705395.022994,0,,192759.788127,705395.022994,27
53948922,222,1061,נצרת עילית,גן ילדים - סביון,Savyon Kindergarten,13,5305,229285.222027,733132.067494,0,,229285.222027,733132.067494,28
53948923,222,2300,קרית טבעון,גן ילדים - אורן,,13,5305,211231.458027,734744.175694,0,,211231.458027,734744.175694,29
53948500,222,6500,חדרה,גן ילדים - שחף,,13,5305,189383.088327,705339.656094,0,,189383.088327,705339.656094,30
53949155,222,6500,חדרה,גן ילדים - תור,,13,5305,189381.254827,704358.524094,0,,189381.254827,704358.524094,31
54010508,222,53,עתלית,"גן ילדים - ממ""ד",,13,5305,194824.416327,732541.078494,0,,194824.416327,732541.078494,32
54010510,222,2720,טירה,בית ספר - סוילח מנסור,,13,5320,196172.860927,682326.235094,0,,196172.860927,682326.235094,33
53949172,222,8700,רעננה,גן ילדים - גן נרקיס,Gan Narkis Kindergarten,13,5305,188105.545027,677526.589794,0,,188105.545027,677526.589794,34
53949683,222,7400,נתניה,גן ילדים - הנקר 52,,13,5305,186185.450627,689324.026394,0,,186185.450627,689324.026394,35
53949687,222,8700,רעננה,גן ילדים - גן האלה,,13,5305,185933.856127,677610.651794,0,,185933.856127,677610.651794,36
53949704,222,6900,כפר סבא,גן ילדים - גן אתי,Gan Eti Kindergarten,13,5305,191131.131127,676784.092494,0,,191131.131127,676784.092494,37
54009716,222,375,מגל,מוסד חינוך,Education Institute,13,5300,203773.395527,699119.406794,0,,203773.395527,699119.406794,38
53948257,222,241,יקנעם (מושבה),גן ילדים,Kindergarten,13,5305,210986.615327,728566.780494,0,,210986.615327,728566.780494,39
53948259,222,250,הזורע,גן ילדים,Kindergarten,13,5305,211517.016627,727912.457994,0,,211517.016627,727912.457994,40
53949915,222,0,,גן ילדים - שוש אביב,,13,5305,201707.736327,675478.145594,0,,201707.736327,675478.145594,41
53949919,222,7400,נתניה,בית ספר - יגאל אלון,,13,5310,186685.413827,687869.860694,0,,186685.413827,687869.860694,42
53948344,222,4000,חיפה,גן ילדים - גן אמיל זולה,,13,5305,197186.796627,747365.461794,0,,197186.796627,747365.461794,43
54009662,222,8700,רעננה,גן ילדים - דינה,,13,5305,188611.440027,677589.307794,0,,188611.440027,677589.307794,44
53949989,222,276,צור משה,גן ילדים,Kindergarten,13,5305,191905.529027,689386.557194,0,,191905.529027,689386.557194,45
53949990,222,9700,הוד השרון,גן ילדים - גן אדמונית,,13,5305,190944.300927,673949.516794,0,,190944.300927,673949.516794,46
53941259,222,7500,סח'נין,האקדמיה למדע ומחקר,,13,5370,229447.599127,751776.994394,0,,229447.599127,751776.994394,47
53949993,222,0,,גן ילדים,Kindergarten,13,5305,213290.577327,674342.308094,0,,213290.577327,674342.308094,48
53948376,222,2300,קרית טבעון,גן ילדים - מורן,,13,5305,213887.615027,737721.214394,0,,213887.615027,737721.214394,49
53948379,222,46,יבנאל,גן ילדים,Kindergarten,13,5305,246499.287527,735784.664194,0,,246499.287527,735784.664194,50
54010860,222,375,מגל,מוסד חינוך,Education Institute,13,5300,203688.041427,699081.442694,0,,203688.041427,699081.442694,51
53950716,222,1061,נצרת עילית,גן ילדים - רקפת,Rakkefet Kindergarten,13,5305,230117.141727,733054.679594,0,,230117.141727,733054.679594,52
53950719,222,48,מנחמיה,"בית ספר - רימון ממ""ד",,13,5312,252306.621727,730068.464794,0,,252306.621727,730068.464794,53
53950725,222,854,רחוב,גן ילדים,Kindergarten,13,5305,246153.755227,706456.808194,0,,246153.755227,706456.808194,54
53950732,222,6900,כפר סבא,גן ילדים - מיץ פטל,,13,5305,191016.220227,676154.339894,0,,191016.220227,676154.339894,55
53950739,222,9700,הוד השרון,גן ילדים - גן עופרים,,13,5305,191424.738727,674028.598994,0,,191424.738727,674028.598994,56
53951827,222,6700,טבריה,קונסרבטוריון - בית התזמורת,,13,5370,250746.326927,744048.946994,0,,250746.326927,744048.946994,57
53951838,222,9200,בית שאן,גן ילדים - אחד העם,,13,5305,247032.344827,711078.427294,0,,247032.344827,711078.427294,58
53947109,222,2300,קרית טבעון,מבנה נטוש,Deserted Site,13,5300,211183.634427,736111.717394,0,,211183.634427,736111.717394,59
53947114,222,4000,חיפה,גן ילדים - גן מורן,,13,5305,197782.605527,744814.645094,0,,197782.605527,744814.645094,60
53947119,222,922,רכסים,גן ילדים,Kindergarten,13,5305,209452.878827,740020.764194,0,,209452.878827,740020.764194,61
53947126,222,2016,רוויה,גן ילדים,Kindergarten,13,5305,244678.401627,706161.010894,0,,244678.401627,706161.010894,62
53947127,222,6700,טבריה,מכללת - טבריה,,13,5370,249217.859927,743690.362794,0,,249217.859927,743690.362794,63
53947133,222,509,כפר כנא,גן ילדים,Kindergarten,13,5305,232383.674627,739556.211394,0,,232383.674627,739556.211394,64
54010046,222,509,כפר כנא,גן ילדים,Kindergarten,13,5305,232156.881827,738904.545894,0,,232156.881827,738904.545894,65
53948801,222,9500,קריית ביאליק,גן ילדים - מלי,,13,5305,208114.256027,748222.500094,0,,208114.256027,748222.500094,66
53950223,222,143,בית זרע,גן ילדים,Kindergarten,13,5305,253934.779827,732799.729794,0,,253934.779827,732799.729794,67
53950242,222,2620,קריית אונו,גן ילדים - בראשית,,13,5305,186267.590027,663604.664194,0,,186267.590027,663604.664194,68
53950246,222,7900,פתח תקווה,גן ילדים - גן ענבר,,13,5305,192364.674427,664148.253694,0,,192364.674427,664148.253694,69
53950255,222,9700,הוד השרון,גן ילדים - גן אלמוג,Gan Almog Kindergarten,13,5305,191474.911927,674365.749894,0,,191474.911927,674365.749894,70
54010881,222,6200,בת ים,גן ילדים - מעון אהובה,,13,5305,176421.301827,658973.567594,0,,176421.301827,658973.567594,71
53950801,222,7900,פתח תקווה,גן ילדים - מעון שרון,,13,5305,187207.951327,664814.339894,0,,187207.951327,664814.339894,72
53950802,222,7900,פתח תקווה,ישיבת - השרון,,13,5340,188917.464027,664488.640294,0,,188917.464027,664488.640294,73
53950805,222,6100,בני ברק,גן ילדים - מליק רחל,,13,5305,185110.702727,664378.743694,0,,185110.702727,664378.743694,74
54010884,222,7900,פתח תקווה,תיכון ייצור ושיווק לתעשיות אלקטרוניקה,Production & Marketing for Electronics Industries*,13,5300,186453.472327,666422.722194,0,,186453.472327,666422.722194,75
53950815,222,7900,פתח תקווה,גן ילדים - גן קרן יער,,13,5305,187818.434327,665576.941794,0,,187818.434327,665576.941794,76
53950818,222,6100,בני ברק,גן ילדים - רחל פרנקל,,13,5305,184058.956727,666359.294394,0,,184058.956727,666359.294394,77
53950819,222,2640,ראש העין,גן ילדים - רעות,,13,5305,196061.986327,666324.061794,0,,196061.986327,666324.061794,78
53948386,222,240,יקנעם עילית,גן ילדים - בני ציון,,13,5305,210232.872727,728975.448894,0,,210232.872727,728975.448894,79
53950046,222,290,מעיין צבי,גן ילדים,Kindergarten,13,5305,194707.472427,719458.857994,0,,194707.472427,719458.857994,80
53950051,222,168,כפר יונה,"מתי""א",MaTYA,13,5300,194724.382327,691259.485694,0,,194724.382327,691259.485694,81
53950061,222,48,מנחמיה,גן ילדים - תאנה,,13,5305,252307.186227,729961.957194,0,,252307.186227,729961.957194,82
54009635,222,6900,כפר סבא,בית ספר - הרצוג,,13,5330,191757.525527,676803.910094,0,,191757.525527,676803.910094,83
53949865,222,638,קלנסווה,בית ספר - אל סאלם,,13,5310,197641.141427,687938.553594,0,,197641.141427,687938.553594,84
53949868,222,6400,הרצלייה,גן ילדים - הגן שלנו,,13,5305,185623.313827,674036.331694,0,,185623.313827,674036.331694,85
53949872,222,8700,רעננה,גן ילדים - גן רינה,Gan Rinna Kindergarten,13,5305,188930.085427,675949.190894,0,,188930.085427,675949.190894,86
53949266,222,6600,חולון,גן ילדים - של דידוש,,13,5305,178309.877427,659104.997294,0,,178309.877427,659104.997294,87
53949270,222,6200,בת ים,גן ילדים - גן הצוללנים,,13,5305,177430.296527,658873.826794,0,,177430.296527,658873.826794,88
54010536,222,2008,שדה יצחק,מוסד חינוכי,Education Institute,13,5300,199635.674227,701394.574694,0,,199635.674227,701394.574694,89
53952313,222,6100,בני ברק,ישיבת - סלבודקה,,13,5340,184863.199627,665610.809294,0,,184863.199627,665610.809294,90
53952316,222,8600,רמת גן,בית ספר לברידג,,13,5300,182829.440627,665658.305394,2014,2015-07,182829.440627,665658.305394,91
53952319,222,8600,רמת גן,גן ילדים,Kindergarten,13,5305,184575.162827,663010.803694,0,,184575.162827,663010.803694,92
53951271,222,6400,הרצלייה,"גן ילדים - ע""ש חיים",,13,5305,184795.924127,676723.735094,0,,184795.924127,676723.735094,93
53951277,222,6900,כפר סבא,גן ילדים - חרצית,,13,5305,191764.351527,676275.601994,0,,191764.351527,676275.601994,94
53951340,222,9700,הוד השרון,גן ילדים - גן חוחית,Gan Hohit Kindergarten,13,5305,188566.879627,671968.231694,0,,188566.879627,671968.231694,95
53951283,222,7400,נתניה,גן ילדים - שלדג,Shaldag Kindergarten,13,5305,185928.933927,687898.176294,0,,185928.933927,687898.176294,96
53951288,222,8700,רעננה,גן ילדים - אורה,Ora Kindergarten,13,5305,187972.925427,677198.292794,0,,187972.925427,677198.292794,97
54010995,222,8700,רעננה,עירית רעננה מרכז השכלה למבוגר,,13,5300,188293.597927,677654.083894,0,,188293.597927,677654.083894,98
53951294,222,8700,רעננה,גן ילדים - גן של זיו,Gan Shel Ziv Kindergarten,13,5305,187814.515927,677044.909294,0,,187814.515927,677044.909294,99
53951296,222,6900,כפר סבא,גן ילדים - עטרית,,13,5305,190739.310827,677381.864794,0,,190739.310827,677381.864794,100
53948872,222,4000,חיפה,גן ילדים - גן ילדודס,,13,5305,199057.294327,747478.513594,0,,199057.294327,747478.513594,101
53941266,222,8900,טמרה,גן ילדים,Kindergarten,13,5305,218239.012427,750723.210194,0,,218239.012427,750723.210194,102
53941267,222,9600,קריית ים,גן ילדים - גן רותם,Gan Rotem Kindergarten,13,5305,206252.770027,749835.241294,0,,206252.770027,749835.241294,103
53941271,222,9500,קריית ביאליק,ישיבה - בית עמנואל,,13,5340,209004.846727,749510.868494,0,,209004.846727,749510.868494,104
53941273,222,9600,קריית ים,גן ילדים - צבעוני,Tsiv'oni Kindergarten,13,5305,206549.475027,749495.395394,0,,206549.475027,749495.395394,105
54007770,222,8000,צפת,גן ילדים,Kindergarten,13,5305,248579.805027,763319.032794,0,,248579.805027,763319.032794,106
53941431,222,8000,צפת,"בית ספר - לבנות אמי""ת",,13,5310,247138.157427,763489.308794,0,,247138.157427,763489.308794,107
53941436,222,9600,קריית ים,גן ילדים - גן ענבל,Gan Inbal Kindergarten,13,5305,207807.597727,750862.350194,0,,207807.597727,750862.350194,108
53941438,222,517,מזרעה,בית ספר,School,13,5310,209491.675627,765192.065194,0,,209491.675627,765192.065194,109
53942857,222,536,פקיעין (בוקייעה),בית ספר,School,13,5310,231136.583727,764352.356694,0,,231136.583727,764352.356694,110
53942858,222,536,פקיעין (בוקייעה),בית ספר,School,13,5310,231074.896027,764521.886994,0,,231074.896027,764521.886994,111
53942871,222,8900,טמרה,גן ילדים - אלבתסאמה,,13,5305,218234.936527,751303.301094,0,,218234.936527,751303.301094,112
53943009,222,4005,חספין,גן ילדים - אלונים,,13,5305,274642.850127,750240.590094,0,,274642.850127,750240.590094,113
54009103,222,1294,אור הגנוז,גן ילדים,Kindergarten,13,5305,242167.951227,767849.422194,0,,242167.951227,767849.422194,114
53943032,222,9600,קריית ים,גן ילדים - הפרדס,,13,5305,206753.294327,750260.086794,0,,206753.294327,750260.086794,115
54007579,222,322,בית הלל,גן ילדים,Kindergarten,13,5305,257019.795127,790318.964394,0,,257019.795127,790318.964394,116
53940619,222,319,עמיר,בית ספר,School,13,5330,258277.090627,786787.312094,0,,258277.090627,786787.312094,117
53940625,222,2800,קריית שמונה,גן ילדים - שקד,Shaked Kindergarten,13,5305,253582.181527,789611.262894,0,,253582.181527,789611.262894,118
53940497,222,319,עמיר,בית ספר,School,13,5330,258179.660627,786742.203294,0,,258179.660627,786742.203294,119
53941069,222,43,מטולה,גן ילדים - אלון,Allon Kindergarten,13,5305,254294.187527,798511.674294,0,,254294.187527,798511.674294,120
54007687,222,4000,חיפה,מעון חוסן,Hosen Day Care Center,13,5300,201161.744227,745296.822594,0,,201161.744227,745296.822594,121
53941077,222,4100,קצרין,גן ילדים - גן נועם,,13,5305,264934.430327,766426.308794,0,,264934.430327,766426.308794,122
53941669,222,812,שלומי,גן ילדים,Kindergarten,13,5305,214112.963627,775977.303794,0,,214112.963627,775977.303794,123
53941678,222,4000,חיפה,בית ספר - שערי תורה,,13,5312,200989.359027,745446.804594,0,,200989.359027,745446.804594,124
53941679,222,8800,שפרעם,גן ילדים,Kindergarten,13,5305,216341.979027,745043.254294,0,,216341.979027,745043.254294,125
53941684,222,812,שלומי,גן ילדים,Kindergarten,13,5305,213965.000027,775271.838894,0,,213965.000027,775271.838894,126
53941442,222,9500,קריית ביאליק,גן ילדים - סביון,Savyon Kindergarten,13,5305,208771.915527,748811.884094,0,,208771.915527,748811.884094,127
53941389,222,7500,סח'נין,גן ילדים,Kindergarten,13,5305,227871.855027,752057.805894,0,,227871.855027,752057.805894,128
53941397,222,9100,נהרייה,גן ילדים - דניאלה,,13,5305,209005.021927,766014.480194,0,,209005.021927,766014.480194,129
53941402,222,517,מזרעה,בית ספר,School,13,5310,209453.594027,765183.103494,0,,209453.594027,765183.103494,130
54007764,222,8000,צפת,"גן ילדים - חב""ד",Chabad Kindergarten,13,5305,248000.900327,765722.482794,0,,248000.900327,765722.482794,131
53941406,222,9100,נהרייה,גן ילדים - גן חרצית,Gan Hartsit Kindergarten,13,5305,208820.662727,765996.274794,0,,208820.662727,765996.274794,132
53942981,222,2034,חצור הגלילית,גן ילדים - איתמר,,13,5305,251322.902627,764770.921194,0,,251322.902627,764770.921194,133
53942983,222,368,בירייה,כולל - ביתיוסף,,13,5340,246978.832427,765079.885794,0,,246978.832427,765079.885794,134
54009095,222,8000,צפת,"גן ילדים - חב""ד אור חנה",,13,5305,247417.161727,763730.368994,0,,247417.161727,763730.368994,135
53942985,222,536,פקיעין (בוקייעה),בית ספר,School,13,5310,231108.268627,764351.530994,0,,231108.268627,764351.530994,136
53942988,222,517,מזרעה,בית ספר,School,13,5310,209381.635727,765198.630794,0,,209381.635727,765198.630794,137
54009096,222,517,מזרעה,בית ספר,School,13,5310,209416.702627,765182.392494,0,,209416.702627,765182.392494,138
53942989,222,1228,רקפת,גן ילדים,Kindergarten,13,5305,225073.243327,751258.302094,0,,225073.243327,751258.302094,139
53942992,222,9500,קריית ביאליק,גן ילדים - גן ורדה,,13,5305,208459.060727,749023.171494,0,,208459.060727,749023.171494,140
53943085,222,8200,קריית מוצקין,גן ילדים - גן יגאל אלון,,13,5305,208066.938927,749578.044794,0,,208066.938927,749578.044794,141
54009118,222,4000,חיפה,גן ילדים - גן הילה,,13,5305,206511.891027,748644.311394,0,,206511.891027,748644.311394,142
53943095,222,8200,קריית מוצקין,גן ילדים - גנון 2000,Gan on 2000 Kindergarten,13,5305,207709.127627,748344.137494,0,,207709.127627,748344.137494,143
53943099,222,7500,סח'נין,גן ילדים,Kindergarten,13,5305,228002.562727,751981.981394,0,,228002.562727,751981.981394,144
53940503,222,9100,נהרייה,מרכז מדיה,Media Center,13,5300,210256.147027,768351.807094,0,,210256.147027,768351.807094,145
53940513,222,2800,קריית שמונה,גן ילדים - מועדונית הפרחים,,13,5305,253386.300027,791635.252694,0,,253386.300027,791635.252694,146
53940516,222,319,עמיר,בית ספר,School,13,5330,258178.462427,786908.653094,0,,258178.462427,786908.653094,147
53940520,222,319,עמיר,בית ספר,School,13,5330,258171.578427,786939.298994,0,,258171.578427,786939.298994,148
53940529,222,1213,צבעון,גן ילדים,Kindergarten,13,5305,239324.601127,770125.696294,0,,239324.601127,770125.696294,149
53940530,222,9100,נהרייה,גן ילדים - גן שורשים,,13,5305,209851.554027,768205.460094,0,,209851.554027,768205.460094,150
54007562,222,812,שלומי,גן ילדים - ברוש,,13,5305,214924.514227,776054.989094,0,,214924.514227,776054.989094,151
53940531,222,76,כפר גלעדי,גן ילדים,Kindergarten,13,5305,253951.386227,794117.806794,0,,253951.386227,794117.806794,152
53940532,222,9100,נהרייה,גן ילדים - גן השלום,,13,5305,209505.271627,768984.630194,0,,209505.271627,768984.630194,153
53940539,222,2800,קריית שמונה,גן ילדים - גן סביון,Gan Savyon Kindergarten,13,5305,253191.342427,790572.469294,0,,253191.342427,790572.469294,154
54007565,222,812,שלומי,גן ילדים,Kindergarten,13,5305,213592.240227,774814.989894,0,,213592.240227,774814.989894,155
53940546,222,2800,קריית שמונה,גן ילדים,Kindergarten,13,5305,253349.974827,790561.923994,0,,253349.974827,790561.923994,156
53941688,222,4100,קצרין,"גן ילדים - גן חב""ד",Gan Chabad Kindergarten,13,5305,264882.052727,766143.596294,0,,264882.052727,766143.596294,157
53941699,222,4000,חיפה,גן ילדים - גן פיס,,13,5305,198070.913127,746532.326994,0,,198070.913127,746532.326994,158
54008801,222,6800,קריית אתא,גן ילדים - גן וילי,,13,5305,211015.646827,746355.558994,2014,2015-07,211015.646827,746355.558994,159
54008804,222,4000,חיפה,בית ספר - בית יעקב,,13,5312,199910.550627,745436.744294,0,,199910.550627,745436.744294,160
53941727,222,9100,נהרייה,גן ילדים - גן רותם,Gan Rotem Kindergarten,13,5305,209850.179827,767038.343994,0,,209850.179827,767038.343994,161
54007675,222,2800,קריית שמונה,גן ילדים,Kindergarten,13,5305,254219.602127,791740.502994,0,,254219.602127,791740.502994,162
53941029,222,812,שלומי,מכללת - ארז,,13,5370,213843.605027,775785.684594,0,,213843.605027,775785.684594,163
53941030,222,812,שלומי,גן ילדים,Kindergarten,13,5305,214127.678327,775952.956394,0,,214127.678327,775952.956394,164
53941489,222,1228,רקפת,גן ילדים,Kindergarten,13,5305,225044.819727,751250.560394,0,,225044.819727,751250.560394,165
53941494,222,7500,סח'נין,בית ספר,School,13,5310,229798.767027,752190.004094,0,,229798.767027,752190.004094,166
53941514,222,9500,קריית ביאליק,גן ילדים - גן מלי,,13,5305,208343.726727,748196.056094,0,,208343.726727,748196.056094,167
53941517,222,8000,צפת,בית ספר,School,13,5310,247494.486927,763579.742694,0,,247494.486927,763579.742694,168
54007796,222,6800,קריית אתא,גן ילדים - יערה,Ya'ara Kindergarten,13,5305,209072.853127,745868.004394,0,,209072.853127,745868.004394,169
53943113,222,1180,צביה,בית ספר,School,13,5310,231375.197527,755103.534094,0,,231375.197527,755103.534094,170
53943120,222,7500,סח'נין,גן ילדים,Kindergarten,13,5305,227589.582027,751709.533994,0,,227589.582027,751709.533994,171
53943131,222,7500,סח'נין,בית ספר,School,13,5310,229830.656027,752211.682494,0,,229830.656027,752211.682494,172
53943941,222,8800,שפרעם,גן ילדים,Kindergarten,13,5305,216909.551427,745803.495194,0,,216909.551427,745803.495194,173
54009317,222,4000,חיפה,בית ספר - שוב,,13,5330,196339.501127,746363.298594,0,,196339.501127,746363.298594,174
54009318,222,2710,אום אל-פחם,בית ספר,School,13,5300,214036.712427,712835.487194,0,,214036.712427,712835.487194,175
53943962,222,9800,בנימינה-גבעת עדה,גן ילדים,Kindergarten,13,5305,200737.089227,713638.466194,0,,200737.089227,713638.466194,176
53944005,222,1228,רקפת,גן ילדים,Kindergarten,13,5305,225027.910627,751245.774894,0,,225027.910627,751245.774894,177
53940551,222,812,שלומי,גן ילדים - מנחם,,13,5305,213646.514927,775140.137494,0,,213646.514927,775140.137494,178
54007567,222,812,שלומי,גן ילדים,Kindergarten,13,5305,214017.760727,775132.782294,0,,214017.760727,775132.782294,179
53940553,222,29,יסוד המעלה,גן ילדים,Kindergarten,13,5305,257107.962627,773534.316194,0,,257107.962627,773534.316194,180
54007568,222,2800,קריית שמונה,גן ילדים - גן ציון,,13,5305,254159.438327,791460.575094,0,,254159.438327,791460.575094,181
53940581,222,9100,נהרייה,גן ילדים - גן שיר,,13,5305,210428.431627,769776.651794,0,,210428.431627,769776.651794,182
53940582,222,1063,מעלות-תרשיחא,גן ילדים - רימון,Rimmon Kindergarten,13,5305,227404.779227,769496.450194,0,,227404.779227,769496.450194,183
53940583,222,431,דלתון,גן ילדים,Kindergarten,13,5305,246142.752627,769082.385194,0,,246142.752627,769082.385194,184
53941033,222,812,שלומי,גן ילדים,Kindergarten,13,5305,214135.857727,775975.463394,0,,214135.857727,775975.463394,185
53941044,222,812,שלומי,מרכז הכשרה מקצועית ארז,,13,5370,214081.594727,774888.872794,0,,214081.594727,774888.872794,186
53941051,222,578,סאסא,בית ספר,School,13,5310,237221.761227,770326.910094,0,,237221.761227,770326.910094,187
53941052,222,357,כפר בלום,בית ספר,School,13,5310,257562.547827,786383.486994,0,,257562.547827,786383.486994,188
53941746,222,2800,קריית שמונה,כולל - ברסלב,,13,5340,254024.926827,790742.082194,0,,254024.926827,790742.082194,189
53941816,222,9600,קריית ים,גן ילדים - גן מור,,13,5305,207147.421127,750714.950194,0,,207147.421127,750714.950194,190
54008989,222,8900,טמרה,גן ילדים,Kindergarten,13,5305,217889.805727,750790.511094,0,,217889.805727,750790.511094,191
53942525,222,8900,טמרה,גן ילדים - גן אל דייע,,13,5305,220230.506227,750784.385194,2014,2015-07,220230.506227,750784.385194,192
53941453,222,65,מגדל,גן ילדים - סנונית,,13,5305,247108.156227,749403.693894,0,,247108.156227,749403.693894,193
53941618,222,8900,טמרה,גן ילדים - עירוני מס'14,,13,5305,217607.718927,751328.654194,0,,217607.718927,751328.654194,194
53941625,222,8900,טמרה,בית ספר לנהיגה השלום,,13,5300,218731.921627,751212.787694,2014,2015-07,218731.921627,751212.787694,195
53944019,222,4000,חיפה,גן ילדים - גן תמר,Gan Tamar Kindergarten,13,5305,197677.611827,746351.156994,0,,197677.611827,746351.156994,196
53943162,222,8200,קריית מוצקין,גן ילדים - גן קורצאק,,13,5305,207696.440127,749268.146694,0,,207696.440127,749268.146694,197
53943164,222,9200,בית שאן,גן ילדים - שקד,Shaked Kindergarten,13,5305,246333.154727,712160.585194,0,,246333.154727,712160.585194,198
53943166,222,242,בית השיטה,גן ילדים - ורד,,13,5305,241502.569727,717475.743694,0,,241502.569727,717475.743694,199
54009144,222,9100,נהרייה,גן ילדים - גן מלי,,13,5305,209312.583527,767662.349394,0,,209312.583527,767662.349394,200
53943227,222,1139,כרמיאל,גן ילדים - לילך,,13,5305,227812.794427,758361.716394,0,,227812.794427,758361.716394,201
53940593,222,578,סאסא,בית ספר,School,13,5310,237202.871927,770358.942694,0,,237202.871927,770358.942694,202
54007588,222,372,רמות נפתלי,גן ילדים - חצב,,13,5305,252075.183527,778455.406794,0,,252075.183527,778455.406794,203
54007690,222,431,דלתון,גן ילדים,Kindergarten,13,5305,246155.235227,769097.810094,0,,246155.235227,769097.810094,204
53941094,222,35,גדות,גן ילדים,Kindergarten,13,5305,258216.468427,769398.991094,0,,258216.468427,769398.991094,205
54007691,222,9100,נהרייה,גן ילדים - גן הדרור,Gan HaDror Kindergarten,13,5305,209496.338627,769520.468494,0,,209496.338627,769520.468494,206
53941771,222,8200,קריית מוצקין,"גן ילדים - ע""ש נתניהו",,13,5305,208379.434727,749762.944694,0,,208379.434727,749762.944694,207
54008827,222,8900,טמרה,גן ילדים,Kindergarten,13,5305,218432.926127,750774.260994,0,,218432.926127,750774.260994,208
53941811,222,9100,נהרייה,גן ילדים - הדר,Hadar Kindergarten,13,5305,210056.972427,767644.916494,0,,210056.972427,767644.916494,209
53941828,222,9500,קריית ביאליק,גן ילדים - גן טיפטיפון,,13,5305,209132.811827,750871.677694,0,,209132.811827,750871.677694,210
53941829,222,4000,חיפה,בית ספר - תורת אמת,,13,5310,200527.691027,745446.004394,0,,200527.691027,745446.004394,211
53941841,222,9100,נהרייה,גן ילדים - פרחים,,13,5305,209371.081027,767476.203994,0,,209371.081027,767476.203994,212
53941847,222,4017,אלוני הבשן,בית ספר,School,13,5337,278899.585727,772391.417794,0,,278899.585727,772391.417794,213
